word,sentiment
"['사진', '첨부', '항의', '전화']",disgust
"['짜장면', '벌레', '사진', '소리']",disgust
['프로젝트'],happiness
"['오늘', '최종', '발표']",happiness
"['기분', '음악']",happiness
"['오랜만', '여행', '생각']",happiness
"['여행', '계획']",happiness
"['새끼', '가지', '사무실', '짜증', '짜증내']",angry
"['직원', '친절', '하면서', '나한', '나한테', '짜증', '내고']",angry
"['음악', '기분', '겠다', '발라드']",angry
"['오늘', '짭새', '새끼', '구경']",neutral
"['구경', '사람', '짭새']",neutral
"['정도', '구경']",neutral
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['당첨자', '한명', '내가', '당첨']",happiness
"['당첨', '선물', '향수', '마음']",happiness
"['선물', '나중']",happiness
['프로젝트'],happiness
[],happiness
"['음악', '하나', '추천']",happiness
"['친구', '연락']",happiness
[],sadness
"['여행', '생각', '오랜만']",happiness
"['코로나', '재택근무', '시작', '마음']",sadness
"['모든', '업무', '대면']",sadness
"['우울', '음악', '기분']",sadness
"['노래', '영화', '우울', '마음']",sadness
"['해피', '산책']",surprise
"['해피', '목줄']",surprise
"['짜장면', '벌레']",disgust
[],disgust
['사진'],disgust
"['해피', '주변', '사람']",surprise
[],disgust
"['아까', '지금', '마음', '진정']",surprise
"['증거', '사진', '사진이랑', '이랑', '제출', '전화']",disgust
['프로젝트'],happiness
"['화장실', '청소', '곰팡이']",angry
"['달간', '고생']",happiness
"['신나', '음악', '스트레스']",happiness
"['청소', '곰팡이']",angry
"['그동안', '친구']",happiness
"['습기', '곰팡이']",angry
[],sadness
"['생각', '친구', '여행', '계획']",happiness
"['코로나', '때문']",sadness
"['곰팡이', '제거제', '효과']",angry
[],sadness
"['곰팡이', '제거제', '효과', '구매']",angry
['음악'],sadness
"['나중', '시간']",sadness
[],sadness
"['요즘', '주식']",sadness
"['코로나', '때문', '회사']",sadness
"['지인', '주식', '추천']",sadness
['활동'],sadness
"['주식', '추천', '지인', '항공사', '종목', '구입']",sadness
"['생각', '기분']",sadness
"['시간', '나도', '주식']",sadness
"['시간', '주식']",sadness
['혼자'],fear
"['우리', '주변']",fear
"['내가', '동안', '우리', '동네', '비가']",fear
"['축하', '기분']",happiness
"['내가', '마라톤', '대회', '출전', '이제', '기록', '갱신']",happiness
"['선수', '내가', '마라톤', '내회', '출전']",happiness
"['이벤트', '당첨']",happiness
"['하나', '내가']",happiness
['향수'],happiness
"['향수', '도착']",happiness
['크루'],happiness
[],fear
"['집안', '혼자']",fear
"['혼자', '집안']",fear
['걱정'],fear
[],neutral
[],neutral
"['짜장면', '벌레']",disgust
['이거'],disgust
"['사진', '겠다']",disgust
['겠다'],disgust
[],disgust
['프로젝트'],happiness
[],happiness
['음악'],happiness
"['친구', '연락']",happiness
[],sadness
[],sadness
['음악'],sadness
[],sadness
['프로젝트'],happiness
"['오늘', '최종', '최종발표', '발표']",happiness
"['동안', '친구', '겠어']",happiness
"['이번', '기회', '여행', '겠어']",happiness
"['짜장면', '벌레']",disgust
[],disgust
"['지금', '사진']",disgust
"['사진', '메세지', '첨부', '전화']",disgust
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '당첨']",happiness
"['당첨자', '한명', '내가', '당첨']",happiness
"['당첨', '선물', '예전', '향수', '마음']",happiness
"['선물', '나중']",happiness
"['홍수', '지고']",fear
['홍수'],fear
[],fear
[],fear
[],disgust
"['사진', '겠다']",disgust
"['축하', '기분']",happiness
"['내가', '킬로미터', '마라톤', '대회', '출전', '예전', '기록', '갱신']",happiness
"['선수', '운동', '마라톤', '대회']",happiness
"['동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
['프로젝트'],happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
['그것'],happiness
"['내가', '음식물', '쓰레기', '냄새']",disgust
"['냄새', '지독', '쓰레기', '봉투']",disgust
"['냄새', '방향제', '처리']",disgust
['그거'],happiness
[],fear
['혼자'],fear
"['장마', '장마때문', '때문', '비가', '우리', '동네', '고립']",fear
[],fear
"['새끼', '가지', '회사', '잔소리']",angry
"['직원', '친절', '하면서', '나한', '나한테', '짜증', '내고', '화가']",angry
"['음악', '기분', '겠다']",angry
"['구경', '사람']",neutral
"['사람', '정도', '구경']",neutral
"['향수', '이벤트', '이거']",happiness
"['이거', '대박']",happiness
"['오늘', '짭새', '구경']",neutral
"['내일', '비가', '온대', '사무실', '우산']",neutral
"['내일', '출근', '우산', '겠어', '건강']",neutral
"['구경', '사람', '짭새']",neutral
"['구경', '사람', '말로', '싸움', '거래']",neutral
"['화장실', '청소', '곰팡이']",angry
"['청소', '곰팡이']",angry
"['장마철', '습기', '곰팡이']",angry
"['곰팡이', '제거제', '효과']",angry
"['곰팡이', '제거제', '효과', '구매']",angry
[],sadness
"['나의', '기분', '음악']",sadness
['와우'],sadness
"['해피', '목줄']",surprise
"['해피', '때문']",surprise
"['해피', '주변', '사람']",surprise
"['아까', '지금', '마음', '진정']",surprise
"['오늘', '짭새', '구경']",neutral
['주식'],sadness
"['지인', '추천', '주식']",sadness
"['주식', '추천', '사람', '전자', '종목', '구입']",sadness
"['시간', '나도', '주식']",sadness
"['짜장면', '벌레']",disgust
['나도'],disgust
"['주식', '고민']",sadness
[],disgust
"['생각', '나도', '한번', '사과']",disgust
['조치'],disgust
"['해피', '산책']",surprise
"['동안', '고생']",happiness
"['신나', '음악', '스트레스']",happiness
"['친구', '약속']",happiness
"['여행', '계획']",happiness
"['흥분', '목줄']",surprise
"['사람', '난리']",surprise
['지금'],surprise
[],sadness
['활동'],sadness
"['기분', '음악', '나도']",sadness
['영화'],sadness
['혼자'],fear
"['우리', '주변']",fear
"['내가', '동안', '우리', '동네', '비가', '대피']",fear
[],fear
"['심리적', '불안']",fear
"['유명', '인플', '서가', '이벤트']",happiness
['내가'],happiness
"['선물', '때문', '내가', '이벤트', '신청']",happiness
['선물'],happiness
"['해피', '산책', '산책하다', '하다']",surprise
"['해피', '목줄']",surprise
[],surprise
['사람'],surprise
['간식'],surprise
"['축하', '기분']",happiness
['순위'],happiness
"['결승선', '통과', '순간', '듯이']",happiness
"['친구', '하자', '전화']",sadness
"['이번', '성장', '엔터테인먼트', '주식']",sadness
"['반토막', '토막', '큰일']",sadness
"['화장실', '환기', '필요']",angry
"['하루', '하루종일', '종일', '화장실', '청소', '기분']",angry
"['곰팡이', '제거제', '효과']",angry
['구매'],angry
"['내가', '쓰레기', '쓰레기통', '제때']",disgust
['당장'],disgust
"['방향', '방향제로', '제로', '냄새']",disgust
"['다음', '조심']",disgust
"['나한', '나한테']",angry
"['우리', '동네', '짭새', '구경']",neutral
"['짜장면', '벌레']",disgust
"['구경', '바리', '바리케이트를', '케이', '트를']",neutral
['치사'],neutral
"['사진', '둬야']",disgust
['정말'],disgust
"['짭새', '구경']",neutral
"['프로젝트', '완성']",happiness
[],happiness
"['짜장면', '벌레']",disgust
"['오늘', '짭새', '구경']",neutral
"['구경', '바리', '바리케이트를', '케이', '트를']",neutral
['음식점'],disgust
['분위기'],neutral
"['겠지', '하면']",disgust
"['생각', '얘길']",disgust
"['실망', '음식']",disgust
['하자'],sadness
[],sadness
['프로젝트'],happiness
"['속이', '시원']",happiness
"['음악', '겠어']",happiness
['친구'],happiness
[],fear
[],fear
"['여행', '지금']",happiness
[],sadness
[],happiness
[],sadness
"['음악', '기분']",sadness
"['영화', '추천']",sadness
[],fear
['이것'],fear
"['일어', '전화']",fear
"['축하', '기분']",happiness
[],fear
['걱정'],fear
"['코로나', '관련', '주식']",sadness
"['이벤트', '당첨']",happiness
"['이벤트', '신청', '당첨']",happiness
[],sadness
"['마음', '향수']",happiness
"['고급', '향수']",happiness
['고생'],angry
['오픈'],disgust
"['해피', '산책']",surprise
['사진'],disgust
"['오랜만', '해피', '산책', '목줄']",surprise
"['배달', '어플', '후기', '사진']",disgust
[],surprise
"['음식', '환불']",disgust
"['진정', '다음', '조심', '겠어']",surprise
['프로젝트'],happiness
['주말'],happiness
['음악'],happiness
"['친구', '이번', '주말']",happiness
"['마라톤', '대회', '기존', '기록', '갱신']",happiness
"['기분', '보름']",happiness
"['혼자', '노력', '연습']",happiness
['상사'],angry
[],angry
"['요즘', '주식']",sadness
"['지인', '소개']",sadness
"['삼성', '증권']",sadness
"['완전', '바닥', '손해']",sadness
['조금'],sadness
['구경'],neutral
[],sadness
"['계속', '재택근무', '중이', '어디', '기분', '다운']",sadness
"['화장실', '청소', '곰팡이']",angry
"['환기', '중요', '우리', '창문']",angry
"['음악', '기분']",sadness
"['영화', '보고', '음악', '라도', '기운', '겠다']",sadness
"['화장실', '냄새']",angry
"['구매', '겠어', '소개']",angry
"['쓰레기', '쓰레기통', '냄새']",disgust
"['내가', '실수', '음식물', '쓰레기', '쓰레기통']",disgust
"['냄새', '역해']",disgust
"['실수니', '수니']",disgust
"['오늘', '짭새', '구경']",neutral
"['구경', '사람']",neutral
"['오늘', '짭새', '구경']",neutral
"['오늘', '날씨', '내일', '걱정']",neutral
"['오늘', '짭새', '구경']",neutral
[],neutral
['프로젝트'],happiness
"['최종', '발표']",happiness
"['기분', '음악']",happiness
"['프로젝트', '동안', '친구', '이번', '기회', '겠어']",happiness
"['오랜만', '여행', '계획', '생각']",happiness
"['짜장면', '벌레']",disgust
"['짜장면', '벌레']",disgust
"['증거', '벌레', '짜장면', '사진', '놔야']",disgust
"['당장', '짜장면', '전화', '겠어', '사진', '메시지', '첨부']",disgust
"['벌레', '짜장면', '사진', '증거', '조치']",disgust
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '당첨']",happiness
"['당첨자', '내가', '당첨']",happiness
"['선물', '향수', '마음']",happiness
"['선물', '무엇', '나중']",happiness
"['마라톤', '대회', '예전', '기록', '갱신']",happiness
"['선수', '운동', '마라톤', '대회']",happiness
"['동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['내가', '쓰레기', '쓰레기통', '음식물', '냄새']",disgust
"['냄새', '고약', '지금', '쓰레기', '봉투']",disgust
"['방향제', '처리', '방법']",disgust
"['내가', '청소', '냄새', '독해']",disgust
[],fear
['혼자'],fear
"['비가', '우리', '동네', '고립']",fear
['혼자'],fear
['걱정'],fear
"['새끼', '가지', '회사', '나한', '나한테', '잔소리']",angry
"['직원', '친절', '나한', '나한테', '짜증', '짜증내고', '내고', '잔소리']",angry
"['에휴', '음악', '기분', '겠다', '발라드']",angry
"['짭새', '구경']",neutral
"['구경', '사람']",neutral
"['사람', '삼십', '구경']",neutral
"['오늘', '짭새', '구경']",neutral
"['오늘', '날씨', '내일', '소식', '사무실', '우산']",neutral
"['내일', '우산', '건강']",neutral
"['오늘', '짭새', '구경']",neutral
"['사람', '짭새']",neutral
"['주위', '사람', '싸움', '거래']",neutral
"['화장실', '청소', '곰팡이']",angry
"['신경', '청소', '곰팡이']",angry
"['습기', '곰팡이']",angry
"['곰팡이', '제거제', '효과']",angry
"['곰팡이', '제거제', '효과', '구매']",angry
[],sadness
"['코로나', '코로나때문', '때문', '재택', '근무', '시작', '마음']",sadness
['마음'],sadness
"['음악', '우울', '마음']",sadness
[],sadness
"['해피', '산책']",surprise
"['해피', '목줄']",surprise
"['해피', '때문']",surprise
"['해피', '주변', '사람']",surprise
"['아까', '해피', '때문', '마음', '진정']",surprise
"['짜장면', '거기', '벌레']",disgust
"['지인', '주식', '추천']",sadness
"['정도', '걱정']",disgust
"['주식', '추천', '지인', '항공사', '전망', '구입']",sadness
"['증거', '증거사진', '사진', '전화']",disgust
"['나도', '사과']",disgust
"['시간', '나도', '주식']",sadness
"['시간', '주식']",sadness
"['달간', '고생']",happiness
"['나도', '친구', '약속']",happiness
"['구들', '여행', '계획']",happiness
"['코로나', '때문', '회사', '재택근무']",sadness
['활동'],sadness
"['나도', '음악', '스트레스']",sadness
['영화'],sadness
['혼자'],fear
"['동안', '우리', '동네', '비가', '대피', '문자']",fear
[],fear
"['이벤트', '당첨']",happiness
"['유명', '인플', '언서', '진행', '거기', '신청']",happiness
['내가'],happiness
['향수'],happiness
"['해피', '목줄']",surprise
"['계신', '아저씨']",surprise
"['축하', '기분']",happiness
"['이번', '마라톤', '대회', '내가', '우수', '성적']",happiness
['프로젝트'],happiness
"['최종', '발표']",happiness
"['마음', '음악']",happiness
"['말대', '여행', '계획도']",happiness
"['짜장면', '벌레']",disgust
['짜장면'],disgust
"['아하', '사진', '놔야']",disgust
"['사진', '메세지', '첨부', '당장', '짜장면', '전화', '겠어']",disgust
"['내가', '사진', '증거', '조치']",disgust
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['당첨자', '내가', '당첨']",happiness
"['당첨', '선물', '향수', '마음']",happiness
"['선물', '나중']",happiness
"['축하', '기분']",happiness
"['내가', '십킬로미터', '킬로미터', '마라톤', '대회', '예전', '기록', '갱신']",happiness
"['선수', '운동', '마라톤', '대회']",happiness
"['말대', '동안', '결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['내가', '쓰레기', '쓰레기통', '음식물', '냄새']",disgust
"['음식물', '쓰레기', '냄새', '진동', '버릴려']",disgust
['방법'],disgust
"['냄새', '장난', '니야']",disgust
[],fear
['혼자'],fear
"['장마', '우리', '동네', '고립']",fear
"['혼자', '고립']",fear
"['주변', '걱정']",fear
"['짜장면', '벌레']",disgust
"['새끼', '가지', '회사', '짜증']",angry
[],disgust
[],disgust
"['짜증', '내고']",angry
[],disgust
"['나한', '나한테', '사과']",disgust
"['노래', '마음', '겠어', '음악']",angry
['프로젝트'],happiness
"['달간', '고생']",happiness
"['신나', '음악', '스트레스']",happiness
"['친구', '약속', '수다']",happiness
"['친구', '여행', '계획']",happiness
[],sadness
"['기분', '음악']",sadness
['영화'],sadness
['혼자'],fear
"['일어', '우리']",fear
"['동안', '우리', '동네']",fear
[],fear
"['괜잖', '기분', '우울']",fear
"['화장실', '청소', '곰팡이']",angry
"['신경', '청소', '곰팡이']",angry
"['습기', '곰팡이']",angry
"['곰팡이', '제거제', '효과']",angry
"['이벤트', '당첨']",happiness
"['곰팡이', '제거제', '효과', '구매', '제품', '추천']",angry
"['유명', '인플', '언서', '이벤트']",happiness
['내가'],happiness
"['마음', '향수']",happiness
['선물'],happiness
"['해피', '산책']",surprise
"['해피', '목줄']",surprise
"['주변', '사람']",surprise
['해피'],surprise
"['간식', '진정']",surprise
"['아까', '해피', '해피때문', '때문', '지금', '진정']",surprise
"['요즘', '주식']",sadness
"['지인', '주식', '추천']",sadness
"['전자', '종목', '전망', '구입']",sadness
"['주식', '손해']",sadness
"['시간', '주식']",sadness
[],sadness
"['코로나', '때문', '재택근무', '마음']",sadness
"['재택', '근무', '외출']",sadness
"['축하', '기분']",happiness
"['음악', '우울', '기분']",sadness
"['음악', '영화', '우울', '마음', '겠어']",sadness
"['선수', '어깨']",happiness
"['이번', '상장', '빅히트', '히트', '엔터테인먼트', '주식']",sadness
"['오늘', '짭새', '구경']",neutral
"['구경', '사람']",neutral
"['구경', '사람']",neutral
"['오늘', '짭새', '구경']",neutral
"['내일', '비가', '온대', '사무실', '우산']",neutral
"['내일', '우산', '건강']",neutral
"['결국', '환기', '문제']",angry
"['하루', '하루종일', '종일', '화장실', '청소', '기분']",angry
"['곰팡이', '제거제']",angry
"['오늘', '짭새', '구경']",neutral
"['쓰레기', '냄새', '나기']",disgust
"['구경', '사람']",neutral
[],disgust
"['사람', '삼십', '삼십분', '정도', '구경']",neutral
"['스트레스', '음윽으', '부탁']",angry
['바리케이드'],neutral
[],neutral
"['짭새', '때문', '우산']",neutral
"['요즘', '비염']",neutral
"['오늘', '짭새', '구경']",neutral
[],neutral
[],neutral
"['오늘', '짭새', '구경']",neutral
"['내일', '온대', '우산', '겠네']",neutral
"['요즘', '건강']",neutral
"['오늘', '짭새', '구경']",neutral
['사람'],neutral
[],neutral
"['새끼', '결혼', '히스테리', '나한', '나한테']",angry
['정도'],angry
"['쓰레기', '쓰레기통', '냄새']",disgust
"['지난번', '쓰레기', '때문']",disgust
['이거'],disgust
['방향제'],disgust
"['에휴', '잘못']",disgust
['이거'],angry
['방법'],angry
['한번'],angry
['하나'],angry
"['요즘', '주식']",sadness
"['이유', '주변', '사람', '추천']",sadness
"['우량주', '위주']",sadness
"['저번', '저번주', '시작']",sadness
[],sadness
"['짜장면', '배달', '벌레']",disgust
['너무너무'],disgust
['생각'],disgust
[],fear
"['짜장면', '벌레']",disgust
['이거'],disgust
['사진'],disgust
"['겠다', '전화']",disgust
"['에휴', '환불', '정도']",disgust
[],angry
['짜증'],angry
[],angry
[],angry
['프로젝트'],happiness
[],surprise
[],happiness
['목줄'],surprise
"['음악', '하나', '추천']",happiness
[],surprise
"['친구', '연락']",happiness
"['여행', '요즘', '나라']",happiness
['신경'],surprise
[],sadness
"['나라', '계속', '우울', '우울하다', '하다']",sadness
['근육'],sadness
['음악'],sadness
"['나중', '시간']",sadness
"['지인', '권유']",sadness
"['코로나', '관련', '주식']",sadness
"['분쯤', '별일']",neutral
"['아우', '짜장면', '벌레']",disgust
['건강'],neutral
"['증거', '사진', '놔야']",disgust
"['사진', '메세지', '첨부', '지금', '전화', '해야']",disgust
"['내가', '벌레', '사진', '증거']",disgust
"['오늘', '짭새', '구경']",neutral
['사람'],neutral
"['새끼', '결혼', '히스테리', '나한', '나한테']",angry
"['사람', '정도']",angry
"['음악', '기분']",angry
['프로젝트'],happiness
"['최종', '발표']",happiness
"['짜장면', '벌레']",disgust
"['쓰레기', '쓰레기통', '냄새']",disgust
"['프로젝트', '한동안', '친구', '이번', '기회', '겠어']",happiness
"['메세지', '첨부', '항의', '하면', '사과']",disgust
['쓰레기'],disgust
"['이번', '환불']",disgust
['이거'],disgust
"['오랜만', '가족', '이랑', '여행', '의미', '생각']",happiness
"['방향제', '냄새']",disgust
['다음'],disgust
['프로젝트'],happiness
"['이벤트', '당첨']",happiness
"['신나', '음악', '스트레스']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['여행', '계획']",happiness
"['화장실', '청소', '곰팡이', '사라지']",angry
"['이거', '완전', '골치']",angry
"['당첨', '선물', '향수', '마음']",happiness
['방법'],angry
"['선물', '나중']",happiness
"['그거', '효과']",angry
['한번'],angry
"['축하', '기분']",happiness
"['마라톤', '그거', '이번', '기록', '갱신']",happiness
"['에이', '아마추어']",happiness
"['거지', '전율']",happiness
['준비'],happiness
"['축하', '기분']",happiness
"['내가', '십킬로미터', '킬로미터', '마라톤', '대회', '출전', '기록', '갱신']",happiness
"['결승선', '통과', '순간', '기분']",happiness
['크루'],happiness
"['해피', '산책']",surprise
"['오랜만', '난리', '목줄']",surprise
"['쓰레기', '쓰레기통', '냄새']",disgust
"['내가', '음식물', '음식물쓰레기', '쓰레기', '쓰레기통', '냄새']",disgust
"['라도', '사람']",surprise
"['냄새', '버리', '놨어']",disgust
"['냄새', '방향제', '처리']",disgust
"['어우', '사람', '완전', '민맹', '민망']",surprise
"['냄새', '청소']",disgust
['정신'],surprise
[],fear
['혼자'],fear
"['장마', '때문', '비가', '우리', '동네', '고립']",fear
['혼자'],fear
['걱정'],fear
"['짜장면', '벌레']",disgust
['음식점'],disgust
"['이벤트', '당첨']",happiness
"['소리', '사진', '둬야']",disgust
"['이벤트', '당첨']",happiness
"['우리', '동네', '짭새', '구경']",neutral
"['이것', '향수', '이거', '완전']",happiness
"['겠지', '기분', '상해']",disgust
"['나도', '바리', '바리케이트를', '케이', '트를']",neutral
"['완전', '마음']",happiness
[],disgust
['사진'],happiness
"['나한', '나한테', '짜증', '짜증내고', '내고', '직원', '친절', '화가']",angry
"['오늘', '짭새', '구경']",neutral
"['음악', '기분']",angry
[],fear
"['홍수', '지고', '대피', '차가']",fear
"['음악', '겠어']",happiness
[],fear
"['그것', '친구']",happiness
"['감기', '기운', '비염']",neutral
"['오늘', '짭새', '구경']",neutral
"['완전', '주변', '사람', '하나']",fear
"['여행', '지금']",happiness
"['구경', '사람']",neutral
"['오늘', '짭새들']",neutral
"['사람', '정도', '구경']",neutral
"['지금', '어우']",fear
['구경'],neutral
[],sadness
"['어우', '상사', '난리']",angry
"['오늘', '짭새', '구경']",neutral
"['내일', '소식', '우산']",neutral
"['가방', '우산', '걱정']",neutral
['음악'],sadness
"['상사', '새끼']",angry
"['스트레스', '음악', '부탁']",angry
"['영화', '부탁']",sadness
"['오늘', '짭새', '구경']",neutral
"['구경', '사람']",neutral
[],fear
[],fear
"['전화', '비가']",fear
['걱정'],fear
[],fear
"['화장실', '곰팡이', '청소']",angry
"['이벤트', '당첨']",happiness
"['이벤트', '신청', '당첨']",happiness
"['곰팡이', '제거제', '효과']",angry
"['효과', '곰팡이', '제거제', '사용']",angry
['내가'],happiness
"['마음', '향수']",happiness
"['쓰레기', '냄새', '나기']",disgust
"['내가', '쓰레기', '쓰레기통']",disgust
"['오늘', '해피', '산책']",surprise
[],disgust
"['해피', '목줄']",surprise
"['방향제', '처리']",disgust
"['해피', '때문']",surprise
"['다음', '조심', '겠어']",disgust
"['해피', '산책']",surprise
"['해피', '사람']",surprise
"['해피', '목줄']",surprise
"['아까', '해피', '때문', '지금', '진정']",surprise
[],surprise
['진정'],surprise
"['축하', '기분']",happiness
"['마라톤', '대회', '기존', '기록', '갱신']",happiness
[],sadness
"['코로나', '재택', '근무', '마음']",sadness
"['혼자', '노력']",happiness
['마음'],sadness
"['기분', '음악']",sadness
"['노래', '영화', '감동']",sadness
"['요즘', '주식']",sadness
"['삼성', '증권']",sadness
['손해'],sadness
"['조금', '겠지']",sadness
"['지인', '주식', '추천']",sadness
"['주식', '추천', '지인', '전자', '종목', '전망', '구입']",sadness
"['시간', '나도', '주식']",sadness
['조금'],sadness
"['우리', '창문']",angry
[],angry
[],angry
"['구매', '추천']",angry
"['쓰레기', '쓰레기통', '냄새']",disgust
"['쓰레기', '음식물']",disgust
[],disgust
['냄새'],disgust
['잘못'],disgust
['어떻게'],fear
[],fear
"['짜장면', '벌레']",disgust
"['벌레', '이거', '당연한', '연한', '거지']",disgust
"['곰팡이', '제거제', '효과']",angry
['구매'],angry
[],sadness
"['오늘', '짭새', '구경']",neutral
"['코로나', '때문', '회사가', '사가', '재택', '근무']",sadness
"['누군가', '사람']",neutral
"['구경', '사람']",neutral
['활동'],sadness
"['기분', '음악', '스트레스']",sadness
['영화'],sadness
['마음'],fear
"['오늘', '짭새', '구경']",neutral
['건강'],neutral
"['이벤트', '당첨']",happiness
"['유명', '인플', '서가', '이벤트']",happiness
['내가'],happiness
"['마음', '향수']",happiness
['선물'],happiness
"['해피', '산책']",surprise
"['해피', '목줄']",surprise
"['계신', '아저씨']",surprise
['사람'],surprise
"['축하', '기분']",happiness
"['이번', '마라톤', '대회', '우수', '성적']",happiness
"['운동', '크루']",happiness
['주식'],sadness
"['반토막', '토막']",sadness
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['당첨', '선물', '마음']",happiness
"['선물', '나중']",happiness
"['짜장면', '벌레']",disgust
['짜장면'],disgust
"['짜장면', '사진']",disgust
"['당장', '사진', '메세지', '첨부', '짜장면', '전화']",disgust
"['벌레', '짜장면', '사진', '증거']",disgust
"['짜장면', '벌레']",disgust
['벌레'],disgust
"['겠지', '사진', '겠다']",disgust
['전화'],disgust
['벌레'],disgust
"['오늘', '짭새', '구경']",neutral
"['이유', '심각']",neutral
['정도'],neutral
"['오늘', '짭새', '구경']",neutral
"['요즘', '건강']",neutral
"['오늘', '짭새', '구경']",neutral
"['일인', '일인진', '모르겠', '르겠', '심각']",neutral
"['짜장면', '벌레']",disgust
['음식점'],disgust
"['겠어', '소리']",disgust
['실망'],disgust
['프로젝트'],happiness
[],happiness
['친구'],happiness
"['지금', '나중', '여행', '갈게']",happiness
[],fear
[],sadness
"['코로나', '때문']",sadness
[],sadness
"['음악', '기분', '전환', '해야']",sadness
"['영화', '추천']",sadness
['빗물'],fear
[],fear
['걱정'],fear
"['이벤트', '당첨']",happiness
"['이벤트', '신청']",happiness
['내가'],happiness
"['마음', '향수']",happiness
"['나도', '바리', '바리케이트를', '케이', '트를']",neutral
[],neutral
"['짭새', '구경', '우산']",neutral
"['건강', '비염']",neutral
"['나도', '바리', '바리케이트를', '케이', '트를', '사람']",neutral
"['새끼', '바가지']",angry
"['쓰레기', '쓰레기통', '냄새', '나기']",disgust
"['내가', '쓰레기', '쓰레기통']",disgust
[],disgust
['조심'],disgust
"['결국', '환기', '문제']",angry
"['곰팡이', '제거제', '효과']",angry
['구매'],angry
['프로젝트'],happiness
[],happiness
"['음악', '하나', '추천']",happiness
"['친구', '랑가']",happiness
"['요즘', '시국', '여행', '무리']",happiness
"['요즘', '주식', '손해']",sadness
"['처음', '반토막', '토막']",sadness
[],sadness
[],sadness
"['요즘', '코로나', '때문', '우울', '우울하다', '하다']",sadness
"['선수', '어깨']",happiness
[],sadness
"['결승선', '통과', '순간']",happiness
['음악'],sadness
"['운동', '대회', '크루']",happiness
['나중'],sadness
['아저씨'],surprise
['난리'],surprise
"['진정', '지금', '간식']",surprise
"['홍수', '지고', '대피']",fear
"['이벤트', '당첨']",happiness
[],fear
"['유명', '인플', '언서', '이벤트']",happiness
['저거'],fear
['향수'],happiness
[],fear
[],fear
"['우리', '주변']",fear
"['내가', '사이', '우리', '동네', '비가']",fear
[],fear
['마음'],fear
[],sadness
['음악'],sadness
['영화'],sadness
"['달간', '고생']",happiness
"['음악', '스트레스']",happiness
"['친구', '약속', '수다']",happiness
"['다음', '여행']",happiness
"['새끼', '가지', '회사']",angry
"['직원', '친절', '하면서', '나한', '나한테', '잔소리']",angry
"['음악', '기분', '겠다']",angry
"['짜장면', '벌레']",disgust
[],disgust
[],disgust
"['사과', '환불']",disgust
"['이벤트', '당첨']",happiness
"['구경', '사람']",neutral
"['사람', '정도']",neutral
"['이거', '향수', '이벤트']",happiness
"['다섯', '대박']",happiness
"['완전', '마음', '이거']",happiness
"['선물', '사진']",happiness
"['내일', '비가', '온대', '사무실', '우산']",neutral
"['내일', '우산', '건강']",neutral
"['오늘', '짭새', '구경']",neutral
"['구경', '사람', '정확']",neutral
"['주위', '사람', '싸움', '경찰', '거래']",neutral
"['기분', '음악']",happiness
"['프로젝트', '친구', '이번', '기회', '겠어']",happiness
"['오랜만', '가족', '이랑', '여행', '의미', '생각']",happiness
"['해피', '산책']",surprise
"['쓰레기', '냄새']",disgust
"['음식물', '냄새']",disgust
[],surprise
"['난리', '애기']",surprise
"['냄새', '방향제', '처리']",disgust
['진정'],surprise
"['축하', '기분']",happiness
"['짜장면', '벌레']",disgust
"['선수', '내가', '운동']",happiness
"['보람', '기분']",happiness
"['혼자', '노력']",happiness
"['벌레', '사진', '소리', '변명', '할거']",disgust
"['요즘', '주식']",sadness
"['지인', '소개']",sadness
"['삼성', '증권']",sadness
"['완전', '바닥']",sadness
[],sadness
[],fear
['혼자'],fear
"['장마', '때문', '우리', '동네', '고립']",fear
['혼자'],fear
['걱정'],fear
"['화장실', '청소', '곰팡이']",angry
"['화장실', '창문']",angry
[],angry
"['구매', '겠어', '추천']",angry
"['이벤트', '당첨']",happiness
"['인플', '언서', '진행', '이벤트', '거기', '당첨']",happiness
"['당첨자', '한명', '내가']",happiness
"['당첨', '당첨선물', '선물', '향수', '마음']",happiness
"['내가', '선물', '나중']",happiness
"['쓰레기', '쓰레기통', '냄새']",disgust
"['음식물', '쓰레기', '쓰레기통']",disgust
['냄새'],disgust
"['실수니', '수니']",disgust
"['축하', '기분']",happiness
"['내가', '마라톤', '대회', '출전', '예전', '기록', '갱신']",happiness
"['선수', '운동', '마라톤', '대회']",happiness
